accuracy,loss,val_accuracy,val_loss
0.3299649655818939,2.524069309234619,0.22262060642242432,3.0879645347595215
0.4280824661254883,2.0338919162750244,0.4843546152114868,1.7905064821243286
0.4761632978916168,1.794797420501709,0.5241199731826782,1.799167275428772
0.5025670528411865,1.662278413772583,0.484028697013855,1.635860800743103
0.5379349589347839,1.5849665403366089,0.5531290769577026,1.5927677154541016
0.5703691840171814,1.536779761314392,0.6382007598876953,1.354156255722046
0.5934316515922546,1.502956509590149,0.6668839454650879,1.2929983139038086
0.5897644758224487,1.536943793296814,0.6616688370704651,1.32650887966156
0.6173905730247498,1.4557623863220215,0.6975228190422058,1.2829158306121826
0.6240730285644531,1.4792308807373047,0.6144067645072937,1.498346209526062
0.6451796889305115,1.4408549070358276,0.6870925426483154,1.3282943964004517
0.6459131240844727,1.4590792655944824,0.7037158012390137,1.3156312704086304
0.662537693977356,1.4572947025299072,0.7268579006195068,1.2761119604110718
0.6645750403404236,1.4751132726669312,0.74250328540802,1.2511248588562012
0.6768804788589478,1.4380043745040894,0.7092568278312683,1.2927314043045044
0.6796512007713318,1.4103779792785645,0.7239243984222412,1.2980691194534302
0.69179368019104,1.407148003578186,0.7539113163948059,1.1878010034561157
0.6951348781585693,1.3831415176391602,0.7503259181976318,1.22184419631958
0.6941569447517395,1.4129241704940796,0.7555410861968994,1.2525520324707031
0.6966832280158997,1.3937040567398071,0.75749671459198,1.2384309768676758
0.7084182500839233,1.3824207782745361,0.7421773076057434,1.2672017812728882
0.7088257074356079,1.3593751192092896,0.7620599865913391,1.216414451599121
0.7126558423042297,1.3752517700195312,0.75749671459198,1.20980966091156
0.7183603644371033,1.3383657932281494,0.770860493183136,1.1751054525375366
0.7167304754257202,1.3420137166976929,0.7411994934082031,1.2472573518753052
0.7184418439865112,1.3343911170959473,0.775749683380127,1.187537431716919
0.7144486904144287,1.3676341772079468,0.7728161811828613,1.2098021507263184
0.7274060845375061,1.343120813369751,0.7803128957748413,1.1668436527252197
0.7253687381744385,1.3259131908416748,0.7829204797744751,1.1740334033966064
0.7318881750106812,1.3229711055755615,0.7770534753799438,1.2056612968444824
0.7333550453186035,1.3270537853240967,0.778357207775116,1.1922907829284668
0.7441936135292053,1.2980691194534302,0.7275097966194153,1.3239713907241821
0.7422378063201904,1.2993584871292114,0.7695567011833191,1.2415779829025269
0.7441936135292053,1.296576976776123,0.7617340087890625,1.234201431274414
0.746149480342865,1.2764898538589478,0.7790091037750244,1.1902880668640137
0.7459049820899963,1.2977733612060547,0.7865058779716492,1.2002543210983276
0.746149480342865,1.2968776226043701,0.805084764957428,1.1362425088882446
0.7498981356620789,1.2771767377853394,0.7979139685630798,1.152503252029419
0.7476978302001953,1.2779113054275513,0.7900912761688232,1.1595855951309204
0.752342939376831,1.2820073366165161,0.7871577739715576,1.1868634223937988
0.7562546133995056,1.270646095275879,0.7832463979721069,1.1833585500717163
0.7502241134643555,1.2985883951187134,0.78194260597229,1.2211346626281738
0.7560915946960449,1.2732986211776733,0.8011733889579773,1.1358462572097778
0.7520169615745544,1.26339852809906,0.7861799001693726,1.163404941558838
0.7625295519828796,1.2418549060821533,0.7940025925636292,1.1572262048721313
0.762366533279419,1.2326276302337646,0.7988917827606201,1.1339603662490845
0.7578029632568359,1.2544188499450684,0.7780312895774841,1.1890838146209717
0.7620405554771423,1.2458559274673462,0.7066493034362793,1.3632737398147583
0.7608996629714966,1.2366958856582642,0.7825945019721985,1.2094812393188477
0.762366533279419,1.2530038356781006,0.7975879907608032,1.1325457096099854
0.7631815075874329,1.2475221157073975,0.7966101765632629,1.1510416269302368
0.7649743556976318,1.2425850629806519,0.7979139685630798,1.1380279064178467
0.7638334035873413,1.2400541305541992,0.7913950681686401,1.1613627672195435
0.7651373147964478,1.2462356090545654,0.8122555613517761,1.1093971729278564
0.7710862755775452,1.2393972873687744,0.7711864113807678,1.2449958324432373
0.7669301629066467,1.2330260276794434,0.7982398867607117,1.191281795501709
0.7710047960281372,1.2162292003631592,0.8129074573516846,1.1005162000656128
0.7768722772598267,1.1870170831680298,0.8057366609573364,1.118540644645691
0.7750794291496277,1.2113627195358276,0.8014993667602539,1.1329551935195923
0.7736125588417053,1.2017699480056763,0.8132333755493164,1.094879150390625
0.7778502106666565,1.1926618814468384,0.8102998733520508,1.1209298372268677
0.7748349905014038,1.2070776224136353,0.8151890635490417,1.0806022882461548
0.7751609683036804,1.2059260606765747,0.7894393801689148,1.2084170579910278
0.7803764939308167,1.213761568069458,0.8070403933525085,1.1474517583847046
0.777279794216156,1.207116723060608,0.8132333755493164,1.1276721954345703
0.7769538164138794,1.2217905521392822,0.8044328689575195,1.1482293605804443
0.7784206867218018,1.204302191734314,0.7959582805633545,1.1671948432922363
0.7802135348320007,1.193798303604126,0.8148630857467651,1.1215839385986328
0.7803764939308167,1.202239990234375,0.8014993667602539,1.1572694778442383
0.7815173864364624,1.1899827718734741,0.7975879907608032,1.128517985343933
0.7829842567443848,1.173100471496582,0.7979139685630798,1.1273070573806763
0.7857550382614136,1.1729587316513062,0.7926988005638123,1.1418205499649048
0.7820063829421997,1.1877144575119019,0.7878096699714661,1.1555310487747192
0.7827398180961609,1.1832228899002075,0.816166877746582,1.108636736869812
0.7833102345466614,1.186219573020935,0.8024771809577942,1.1698579788208008
0.7842881679534912,1.1926385164260864,0.8096479773521423,1.134802222251892
0.785266101360321,1.1766650676727295,0.7803128957748413,1.2326805591583252
0.7970010638237,1.1666221618652344,0.8005214929580688,1.1443026065826416
0.7888517379760742,1.189887523651123,0.791720986366272,1.169838309288025
0.7896667122840881,1.1668976545333862,0.807692289352417,1.1393197774887085
0.7857550382614136,1.1876682043075562,0.829530656337738,1.0749350786209106
0.7908076047897339,1.1712849140167236,0.8207300901412964,1.0978482961654663
0.7893407344818115,1.172784686088562,0.8116036653518677,1.1170798540115356
0.7859179973602295,1.1761940717697144,0.7832463979721069,1.1713895797729492
0.7929264307022095,1.1544792652130127,0.7966101765632629,1.1571474075317383
0.7978159785270691,1.1532503366470337,0.8200782537460327,1.0963343381881714
0.7938228249549866,1.1943942308425903,0.800195574760437,1.1649389266967773
0.7939043045043945,1.1769431829452515,0.812581479549408,1.1321008205413818
0.7911335825920105,1.1748126745224,0.8054106831550598,1.137902021408081
0.793333888053894,1.1588475704193115,0.7956323623657227,1.1820287704467773
0.8001793026924133,1.16310715675354,0.7881355881690979,1.1665382385253906
0.797897458076477,1.1486668586730957,0.7998695969581604,1.1531847715377808
0.7903186082839966,1.1642091274261475,0.7907431721687317,1.1832941770553589
0.7993643283843994,1.1604421138763428,0.7995436787605286,1.1495352983474731
0.7928448915481567,1.1738896369934082,0.7966101765632629,1.1747559309005737
0.7947192788124084,1.1617151498794556,0.8119295835494995,1.120877981185913
0.798712432384491,1.1485604047775269,0.7933506965637207,1.1910343170166016
